Target,MAE,MSE,MAE_Exact,Weekly_ROI,Week_Forecast
-0.17415,1.188971557,2.802092435,1.555399077,"[-0.6278609, -0.7438923, -0.83876824, -0.95235384, -1.0522257, -1.1355965, -1.200663, -1.250024, -1.2820868, -1.3000677, -1.3040878, -1.2954451, -1.2768382, -1.2477285, -1.209917, -1.1654779, -1.116866, -1.0641397, -1.0111425, -0.95553124, -0.897991, -0.8396498, -0.7810891, -0.72291386, -0.6656101, -0.6096231, -0.5559991, -0.50528455, -0.45788947, -0.41409004, -0.37406448, -0.3379123, -0.3056638, -0.2772865, -0.25269505, -0.23177996, -0.21446419, -0.20056784, -0.18986209, -0.18208115, -0.17694083, -0.17414674]",[3.591173  2.963915  2.7779012 ... 2.9948983 3.1620445 0.6802057]
-0.41905,1.17992419,2.787941133,1.531332156,"[-0.8848315, -0.9772528, -1.0503354, -1.1074948, -1.1439477, -1.1608856, -1.1593164, -1.1363003, -1.0976627, -1.042562, -0.9737354, -0.8970686, -0.8110019, -0.7165618, -0.6156082, -0.5097419, -0.40519875, -0.30144525, -0.19694753, -0.09116742, 0.014082058, 0.10663228, 0.1790756, 0.23507985, 0.27369595, 0.29614258, 0.30303422, 0.29396173, 0.27045947, 0.2345828, 0.18568781, 0.1262808, 0.0588499, -0.011991449, -0.0828587, -0.14403324, -0.20230499, -0.2559421, -0.304186, -0.34707662, -0.38522917, -0.41904622]",[3.5182812 2.8357477 2.6546037 ... 3.0389204 3.1896172 0.5024772]
-0.32271,1.190918892,2.786711902,1.520614014,"[-0.9358508, -0.9764395, -0.99497104, -1.00672, -0.98747945, -0.937749, -0.86332613, -0.7694358, -0.663062, -0.55241656, -0.44434702, -0.34436685, -0.25626573, -0.18201903, -0.12201064, -0.07582584, -0.04583001, -0.03799878, -0.050144587, -0.078735046, -0.11875399, -0.16809718, -0.22013167, -0.27228028, -0.321764, -0.36598057, -0.40309155, -0.43192303, -0.45195103, -0.46305293, -0.4657568, -0.4610616, -0.45032012, -0.4350944, -0.4170468, -0.39781243, -0.37889552, -0.36159828, -0.346911, -0.33536655, -0.32728875, -0.32270634]",[3.4668934  2.8025985  2.7050662  ... 2.7259815  2.8938544  0.26847824]
-0.37958,1.213887173,2.902281462,1.510987943,"[-0.85259044, -0.87044686, -0.8227371, -0.7732986, -0.7088903, -0.6379923, -0.5647373, -0.49476075, -0.4289961, -0.37159917, -0.3230724, -0.28444767, -0.2563879, -0.23808393, -0.23066059, -0.23390947, -0.24762732, -0.2686615, -0.2946536, -0.32027587, -0.3447069, -0.36707208, -0.38647848, -0.4022938, -0.41424924, -0.42235988, -0.42686924, -0.42818594, -0.42683178, -0.42338938, -0.4184565, -0.4126145, -0.40639356, -0.4002527, -0.39456442, -0.3896076, -0.3855617, -0.38251662, -0.38047656, -0.3793836, -0.37913048, -0.3795762]",[3.669662   2.927343   2.7984977  ... 3.1825438  3.253071   0.31455174]
-0.69697,1.197730005,2.806310541,1.525947506,"[-1.113679, -1.3361489, -1.4855356, -1.617831, -1.6962065, -1.7266805, -1.7184788, -1.6749125, -1.6069405, -1.5215611, -1.4240938, -1.3274901, -1.2354858, -1.1515523, -1.0739663, -1.0008, -0.93505895, -0.8853117, -0.8482093, -0.82253844, -0.80587554, -0.7959838, -0.79054445, -0.7875932, -0.78555703, -0.7833221, -0.7801826, -0.7758044, -0.7701409, -0.7633568, -0.7557616, -0.74772525, -0.7396246, -0.7317966, -0.72451586, -0.71798766, -0.71234727, -0.7076417, -0.70384735, -0.70088476, -0.69863766, -0.6969703]",[3.5102308  2.7965174  2.6547976  ... 3.1135085  3.2448885  0.50021696]
-0.22268,1.19602239,2.784394164,1.518728354,"[-0.7757204, -0.81128967, -0.82394534, -0.82084775, -0.792275, -0.7421104, -0.6761637, -0.59324133, -0.5007882, -0.40319043, -0.30767035, -0.21908836, -0.13623291, -0.05751559, 0.012780253, 0.06368852, 0.08175995, 0.06764739, 0.034922052, -0.009158997, -0.06347537, -0.113636225, -0.1566225, -0.19530323, -0.22783211, -0.25415626, -0.27407467, -0.28779423, -0.29574153, -0.29852888, -0.29744655, -0.293877, -0.28853285, -0.28198642, -0.2746073, -0.26678395, -0.2588756, -0.2510342, -0.24338356, -0.23606235, -0.22912934, -0.22267543]",[3.3511558 2.6632116 2.500094  ... 2.8761256 3.1179614 0.5799516]
1.14643,1.175224749,2.755812478,1.467564273,"[-0.80959, -0.8586751, -0.8337991, -0.81279606, -0.7650992, -0.6977953, -0.61673594, -0.52184296, -0.42561713, -0.32432222, -0.21930918, -0.112094946, 0.0052488665, 0.1469942, 0.31997544, 0.49324825, 0.65056473, 0.7971374, 0.9309005, 1.0466217, 1.1477267, 1.2329719, 1.3025167, 1.3569928, 1.3974398, 1.425007, 1.440946, 1.4465092, 1.4429456, 1.4315438, 1.4135287, 1.3900541, 1.3622949, 1.3315995, 1.2994864, 1.267662, 1.2375885, 1.2104938, 1.1873186, 1.1687281, 1.1550739, 1.1464267]",[3.3863254 2.676486  2.5442646 ... 3.1780002 3.1762705 0.6245422]
-1.17508,1.210446618,2.868149755,1.436288882,"[-0.9500325, -1.1295922, -1.2058933, -1.2858231, -1.3351952, -1.3662431, -1.3821571, -1.3802326, -1.3639042, -1.3361852, -1.2985291, -1.2581863, -1.2147486, -1.1679454, -1.1205206, -1.0765277, -1.0440438, -1.0268075, -1.0139623, -1.0010854, -0.9915211, -0.985089, -0.98208004, -0.9822822, -0.9854749, -0.99135566, -0.9995831, -1.0097902, -1.0215963, -1.0346146, -1.0484737, -1.0628127, -1.0772873, -1.0915805, -1.1054124, -1.1185567, -1.1308403, -1.1421103, -1.152242, -1.1611466, -1.1687667, -1.1750758]",[3.144073  2.4477172 2.3164113 ... 3.1328406 3.0456514 0.4578778]
0.44669,1.235666513,2.939914163,1.576325859,"[-0.39752966, -0.4219434, -0.45177883, -0.49546772, -0.5291757, -0.5518562, -0.57025504, -0.5725547, -0.56583315, -0.547086, -0.515888, -0.48370078, -0.44541436, -0.4016128, -0.3503769, -0.29299584, -0.24117403, -0.2028301, -0.16479515, -0.12916902, -0.09388834, -0.056077845, -0.014437176, 0.034624342, 0.085595414, 0.12938824, 0.1680659, 0.2021914, 0.2327627, 0.26038176, 0.2855063, 0.30844656, 0.32941633, 0.34856412, 0.36599603, 0.38178945, 0.39601192, 0.40873778, 0.4200597, 0.43008584, 0.4389177, 0.44669175]",[3.149737  2.4388316 2.3203435 ... 2.9293556 2.957395  0.7867453]
-0.80329,1.211458717,2.840473726,1.487721029,"[-1.2033776, -1.5055962, -1.6448324, -1.7735273, -1.8446971, -1.8852733, -1.8924634, -1.8801075, -1.8418777, -1.7875618, -1.7179669, -1.6361945, -1.5502586, -1.4624724, -1.3799379, -1.3060975, -1.2404815, -1.1832848, -1.1326625, -1.0861864, -1.0443044, -1.0064144, -0.97230506, -0.94163245, -0.91431195, -0.89042187, -0.86989516, -0.8525851, -0.83828413, -0.82672745, -0.8176155, -0.8106439, -0.80550265, -0.8019115, -0.79961777, -0.79839075, -0.7980258, -0.7983376, -0.7991558, -0.8003346, -0.801748, -0.8032905]",[3.2073114 2.531343  2.3908653 ... 3.2870624 3.2205198 0.5562655]
-0.76233,1.19679186,2.815495269,1.519465529,"[-0.9404583, -1.1283185, -1.2502439, -1.3624933, -1.4378594, -1.4743295, -1.4707433, -1.4362091, -1.3782833, -1.3023067, -1.2165041, -1.1246827, -1.0345562, -0.95197946, -0.8798878, -0.8204119, -0.77067304, -0.73097575, -0.7061141, -0.6936048, -0.69038296, -0.69529533, -0.7055491, -0.7192018, -0.73438597, -0.74959904, -0.7636663, -0.77577305, -0.7854068, -0.7923296, -0.7965447, -0.7982379, -0.79773235, -0.795438, -0.79180646, -0.78730285, -0.7823702, -0.7773942, -0.7726964, -0.76852167, -0.7650372, -0.7623336]",[3.727017   3.0400136  2.9141996  ... 3.287244   3.3584914  0.61839634]
-1.28686,1.315837883,3.121064982,1.685622127,"[-0.5420519, -0.5661596, -0.54365945, -0.58026725, -0.6147119, -0.65042675, -0.6850442, -0.71878856, -0.75187063, -0.7844222, -0.8151585, -0.84600043, -0.87652296, -0.90603805, -0.93275243, -0.9545607, -0.9718848, -0.98788965, -1.0012432, -1.0144522, -1.0259256, -1.0365771, -1.0463856, -1.0556331, -1.0644957, -1.0731664, -1.0818129, -1.0905901, -1.099634, -1.1090688, -1.1189982, -1.1295183, -1.1407117, -1.1526611, -1.1654512, -1.1791734, -1.1939197, -1.2097936, -1.2269003, -1.2453591, -1.2652988, -1.286862]",[3.082712  2.3904967 2.293258  ... 2.805449  2.7690718 0.5595916]
